date,close
2025-01-02,1.27064
2025-01-03,1.27863
2025-01-06,1.29430
2025-01-07,1.30218
2025-01-08,1.30160
2025-01-09,1.30142
2025-01-10,1.29357
2025-01-13,1.29382
2025-01-14,1.29289
2025-01-15,1.29274
2025-01-16,1.28690
2025-01-17,1.27996
2025-01-20,1.27825
2025-01-21,1.28435
2025-01-22,1.28018
2025-01-23,1.27738
2025-01-24,1.28417
2025-01-27,1.28000
2025-01-28,1.28694
2025-01-29,1.28962
2025-01-30,1.29027
2025-01-31,1.28796
2025-02-03,1.28445
2025-02-04,1.28671
2025-02-05,1.28254
2025-02-06,1.27823
2025-02-07,1.28415
2025-02-10,1.27508
2025-02-11,1.26160
2025-02-12,1.26291
2025-02-13,1.26386
2025-02-14,1.26426
2025-02-17,1.25116
2025-02-18,1.25705
2025-02-19,1.25015
2025-02-20,1.25476
2025-02-21,1.259348
2025-02-24,1.255842
2025-02-25,1.257574
2025-02-26,1.259493
2025-02-27,1.24971
2025-02-28,1.248788
2025-03-05,1.263107
2025-03-06,1.259196
2025-03-07,1.265901
2025-03-10,1.262671
2025-03-11,1.260708
2025-03-12,1.257926
2025-03-13,1.25608
2025-03-14,1.251465
2025-03-17,1.251946
2025-03-18,1.248259
2025-03-19,1.2547
2025-03-20,1.260055
2025-03-21,1.258752
2025-03-25,1.260301
2025-03-26,1.255843
2025-03-27,1.256382
2025-03-28,1.254945
2025-03-31,1.250532
2025-04-01,1.255599
2025-04-03,1.252653
2025-04-04,1.247612
2025-04-07,1.236983
2025-04-08,1.231459
2025-04-09,1.231214
2025-04-10,1.237859
2025-04-11,1.233665
2025-04-14,1.257245
2025-04-15,1.260345
2025-04-16,1.263331
2025-04-21,1.26432
2025-04-22,1.277792
2025-04-23,1.280808
2025-04-25,1.2875
2025-04-28,1.290469
2025-04-29,1.295606
2025-04-30,1.292074
2025-05-05,1.281041
2025-05-06,1.284686
2025-05-07,1.289764
2025-05-08,1.289709
2025-05-09,1.286603
2025-05-12,1.289474
2025-05-13,1.287596
2025-05-14,1.287327
2025-05-15,1.283235
2025-05-16,1.28537
2025-05-19,1.286007
2025-05-20,1.289
2025-05-22,1.28175
2025-05-23,1.286661
2025-05-26,1.286236
2025-05-27,1.288796
2025-05-28,1.288783
2025-05-29,1.290975
2025-05-30,1.288224
2025-06-02,1.286376
2025-06-03,1.284213
2025-06-04,1.287603
2025-06-05,1.28136
2025-06-06,1.278945
2025-06-09,1.280368
2025-06-10,1.2854
2025-06-11,1.286849
2025-06-12,1.289105
2025-06-13,1.284057
2025-06-17,1.28217
2025-06-18,1.285292
2025-06-19,1.282149
2025-06-23,1.288646
2025-06-24,1.296509
2025-06-25,1.295815
2025-06-26,1.298956
2025-06-27,1.299133
2025-06-30,1.298514
2025-07-01,1.297737
2025-07-02,1.296723
2025-07-03,1.294984
2025-07-04,1.296228
2025-07-07,1.290808
2025-07-08,1.286843
2025-07-10,1.291925
2025-07-11,1.2874
2025-07-14,1.288576
2025-07-15,1.284523
2025-07-16,1.283985
2025-07-17,1.27932
2025-07-18,1.283518
2025-07-21,1.287004
2025-07-22,1.28634
2025-07-23,1.285489
2025-07-24,1.287025
2025-07-25,1.290479
2025-07-28,1.291363
2025-07-29,1.293717
2025-07-30,1.294994
2025-07-31,1.294557
2025-08-01,1.296383
2025-08-04,1.30113
2025-08-05,1.303757
2025-08-06,1.305063
2025-08-07,1.30739
2025-08-08,1.305486
2025-08-11,1.306644
2025-08-12,1.307679
2025-08-13,1.314222
2025-08-14,1.311538
2025-08-18,1.308966
2025-08-19,1.309061
2025-08-20,1.304127
2025-08-21,1.297619
2025-08-22,1.301682
2025-08-25,1.291257
2025-08-26,1.290896
2025-08-27,1.292944
2025-08-28,1.300261
2025-08-29,1.301795
2025-09-01,1.295935
2025-09-02,1.290214
2025-09-03,1.292922
2025-09-04,1.296172
2025-09-08,1.289362
2025-09-09,1.294016
2025-09-10,1.301713
2025-09-11,1.302021
2025-09-12,1.290782
