date,close
2025-09-15,1.00910
2025-09-14,1.00910
2025-09-13,1.00910
2025-09-12,1.00910
2025-09-11,1.00900
2025-09-10,1.00900
2025-09-09,1.00900
2025-09-08,1.00890
2025-09-07,1.00880
2025-09-06,1.00880
2025-09-05,1.00880
2025-09-04,1.00880
2025-09-03,1.00870
2025-09-02,1.00870
2025-09-01,1.00870
2025-08-31,1.00860
2025-08-30,1.00860
2025-08-29,1.00860
2025-08-28,1.00850
2025-08-27,1.00850
2025-08-26,1.00840
2025-08-25,1.00840
2025-08-24,1.00830
2025-08-23,1.00830
2025-08-22,1.00830
2025-08-21,1.00830
2025-08-20,1.00820
2025-08-19,1.00820
2025-08-18,1.00820
2025-08-17,1.00800
2025-08-16,1.00800
2025-08-15,1.00800
2025-08-14,1.00800
2025-08-13,1.00800
2025-08-12,1.00790
2025-08-11,1.00790
2025-08-10,1.00780
2025-08-09,1.00780
2025-08-08,1.00780
2025-08-07,1.00770
2025-08-06,1.00770
2025-08-05,1.00770
2025-08-04,1.00760
2025-08-03,1.00750
2025-08-02,1.00750
2025-08-01,1.00750
2025-07-31,1.00750
2025-07-30,1.00740
2025-07-29,1.00740
2025-07-28,1.00740
2025-07-27,1.00720
2025-07-26,1.00720
2025-07-25,1.00720
2025-07-24,1.00720
2025-07-23,1.00720
2025-07-22,1.00710
2025-07-21,1.00710
2025-07-20,1.00700
2025-07-19,1.00700
2025-07-18,1.00700
2025-07-17,1.00690
2025-07-16,1.00690
2025-07-15,1.00690
2025-07-14,1.00680
2025-07-13,1.00670
2025-07-12,1.00670
2025-07-11,1.00670
2025-07-10,1.00660
2025-07-09,1.00660
2025-07-08,1.00660
2025-07-07,1.00650
2025-07-06,1.00640
2025-07-05,1.00640
2025-07-04,1.00640
2025-07-03,1.00630
2025-07-02,1.00630
2025-07-01,1.00620
2025-06-30,1.00620
2025-06-29,1.00610
2025-06-28,1.00610
2025-06-27,1.00610
2025-06-26,1.00600
2025-06-25,1.00600
2025-06-24,1.00590
2025-06-23,1.00590
2025-06-22,1.00570
2025-06-21,1.00570
2025-06-20,1.00570
2025-06-19,1.00570
2025-06-18,1.00570
2025-06-17,1.00560
2025-06-16,1.00550
2025-06-15,1.00550
2025-06-14,1.00550
2025-06-13,1.00550
2025-06-12,1.00540
2025-06-11,1.00540
2025-06-10,1.00530
2025-06-09,1.00530
2025-06-08,1.00520
2025-06-07,1.00520
2025-06-06,1.00520
2025-06-05,1.00510
2025-06-04,1.00510
2025-06-03,1.00510
2025-06-02,1.00500
2025-06-01,1.00490
2025-05-31,1.00490
2025-05-30,1.00490
2025-05-29,1.00490
2025-05-28,1.00490
2025-05-27,1.00480
2025-05-26,1.00480
2025-05-25,1.00470
2025-05-24,1.00470
2025-05-23,1.00470
2025-05-22,1.00470
2025-05-21,1.00470
2025-05-20,1.00460
2025-05-19,1.00460
2025-05-18,1.00450
2025-05-17,1.00450
2025-05-16,1.00450
2025-05-15,1.00450
2025-05-14,1.00450
2025-05-13,1.00440
2025-05-12,1.00440
2025-05-11,1.00430
2025-05-10,1.00430
2025-05-09,1.00430
2025-05-08,1.00430
2025-05-07,1.00420
2025-05-06,1.00420
2025-05-05,1.00420
2025-05-04,1.00400
2025-05-03,1.00400
2025-05-02,1.00400
2025-05-01,1.00400
2025-04-30,1.00400
2025-04-29,1.00400
2025-04-28,1.00400
2025-04-27,1.00390
2025-04-26,1.00390
2025-04-25,1.00390
2025-04-24,1.00380
2025-04-23,1.00380
2025-04-22,1.00380
2025-04-21,1.00370
2025-04-20,1.00340
2025-04-19,1.00340
2025-04-18,1.00340
2025-04-17,1.00340
2025-04-16,1.00340
2025-04-15,1.00330
2025-04-14,1.00330
2025-04-13,1.00300
2025-04-12,1.00300
2025-04-11,1.00300
2025-04-10,1.00300
2025-04-09,1.00290
2025-04-08,1.00290
2025-04-07,1.00280
2025-04-06,1.00270
2025-04-05,1.00270
2025-04-04,1.00270
2025-04-03,1.00270
2025-04-02,1.00250
2025-04-01,1.00250
2025-03-31,1.00230
2025-03-30,1.00210
2025-03-29,1.00210
2025-03-28,1.00210
2025-03-27,1.00200
2025-03-26,1.00200
2025-03-25,1.00190
2025-03-24,1.00180
2025-03-23,1.00180
2025-03-22,1.00180
2025-03-21,1.00180
2025-03-20,1.00170
2025-03-19,1.00160
2025-03-18,1.00150
