date,close
2025-09-15,1.02150
2025-09-14,1.02150
2025-09-13,1.02150
2025-09-12,1.02150
2025-09-11,1.02140
2025-09-10,1.02130
2025-09-09,1.02130
2025-09-08,1.02120
2025-09-07,1.02100
2025-09-06,1.02100
2025-09-05,1.02100
2025-09-04,1.02090
2025-09-03,1.02080
2025-09-02,1.02070
2025-09-01,1.02070
2025-08-31,1.02040
2025-08-30,1.02040
2025-08-29,1.02040
2025-08-28,1.02040
2025-08-27,1.02030
2025-08-26,1.02020
2025-08-25,1.02020
2025-08-24,1.02000
2025-08-23,1.02000
2025-08-22,1.02000
2025-08-21,1.01990
2025-08-20,1.01980
2025-08-19,1.01970
2025-08-18,1.01960
2025-08-17,1.01930
2025-08-16,1.01930
2025-08-15,1.01930
2025-08-14,1.01930
2025-08-13,1.01930
2025-08-12,1.01920
2025-08-11,1.01910
2025-08-10,1.01890
2025-08-09,1.01890
2025-08-08,1.01890
2025-08-07,1.01880
2025-08-06,1.01870
2025-08-05,1.01860
2025-08-04,1.01860
2025-08-03,1.01830
2025-08-02,1.01830
2025-08-01,1.01830
2025-07-31,1.01820
2025-07-30,1.01810
2025-07-29,1.01810
2025-07-28,1.01800
2025-07-27,1.01770
2025-07-26,1.01770
2025-07-25,1.01770
2025-07-24,1.01760
2025-07-23,1.01760
2025-07-22,1.01750
2025-07-21,1.01740
2025-07-20,1.01720
2025-07-19,1.01720
2025-07-18,1.01720
2025-07-17,1.01710
2025-07-16,1.01700
2025-07-15,1.01700
2025-07-14,1.01690
2025-07-13,1.01660
2025-07-12,1.01660
2025-07-11,1.01660
2025-07-10,1.01650
2025-07-09,1.01640
2025-07-08,1.01640
2025-07-07,1.01630
2025-07-06,1.01610
2025-07-05,1.01610
2025-07-04,1.01610
2025-07-03,1.01600
2025-07-02,1.01590
2025-07-01,1.01580
2025-06-30,1.01570
2025-06-29,1.01550
2025-06-28,1.01550
2025-06-27,1.01550
2025-06-26,1.01540
2025-06-25,1.01530
2025-06-24,1.01530
2025-06-23,1.01520
2025-06-22,1.01490
2025-06-21,1.01490
2025-06-20,1.01490
2025-06-19,1.01490
2025-06-18,1.01480
2025-06-17,1.01470
2025-06-16,1.01440
2025-06-15,1.01440
2025-06-14,1.01440
2025-06-13,1.01440
2025-06-12,1.01430
2025-06-11,1.01420
2025-06-10,1.01420
2025-06-09,1.01410
2025-06-08,1.01380
2025-06-07,1.01380
2025-06-06,1.01380
2025-06-05,1.01380
2025-06-04,1.01370
2025-06-03,1.01360
2025-06-02,1.01350
2025-06-01,1.01330
2025-05-31,1.01330
2025-05-30,1.01330
2025-05-29,1.01320
2025-05-28,1.01310
2025-05-27,1.01300
2025-05-26,1.01290
2025-05-25,1.01270
2025-05-24,1.01270
2025-05-23,1.01270
2025-05-22,1.01260
2025-05-21,1.01250
2025-05-20,1.01250
2025-05-19,1.01240
2025-05-18,1.01210
2025-05-17,1.01210
2025-05-16,1.01210
2025-05-15,1.01200
2025-05-14,1.01200
2025-05-13,1.01190
2025-05-12,1.01180
2025-05-11,1.01150
2025-05-10,1.01150
2025-05-09,1.01150
2025-05-08,1.01140
2025-05-07,1.01130
2025-05-06,1.01130
2025-05-05,1.01120
2025-05-04,1.01080
2025-05-03,1.01080
2025-05-02,1.01080
2025-05-01,1.01080
2025-04-30,1.01080
2025-04-29,1.01070
2025-04-28,1.01060
2025-04-27,1.01030
2025-04-26,1.01030
2025-04-25,1.01030
2025-04-24,1.01020
2025-04-23,1.01010
2025-04-22,1.01000
2025-04-21,1.00990
2025-04-20,1.00930
2025-04-19,1.00930
2025-04-18,1.00930
2025-04-17,1.00930
2025-04-16,1.00930
