date,close
2025-08-14,0.111342
2025-08-13,0.110448
2025-08-12,0.109947
2025-08-11,0.109682
2025-08-08,0.108990
2025-08-07,0.109000
2025-08-06,0.108512
2025-08-05,0.107627
2025-08-04,0.106559
2025-08-01,0.106294
2025-07-31,0.105842
2025-07-30,0.108442
2025-07-29,0.110618
2025-07-28,0.110511
2025-07-25,0.111339
2025-07-24,0.112498
2025-07-23,0.112917
2025-07-22,0.112833
2025-07-21,0.110776
2025-07-18,0.110220
2025-07-17,0.111143
2025-07-16,0.112009
2025-07-15,0.111483
2025-07-14,0.110384
2025-07-11,0.112678
2025-07-10,0.112614
2025-07-08,0.113098
2025-07-07,0.111482
2025-07-04,0.114009
2025-07-03,0.114554
2025-07-02,0.114484
2025-07-01,0.114501
2025-06-30,0.116547
2025-06-27,0.117691
2025-06-26,0.116954
2025-06-25,0.117249
2025-06-24,0.118279
2025-06-23,0.118213
2025-06-19,0.119281
2025-06-18,0.119530
2025-06-17,0.117106
2025-06-13,0.117039
2025-06-12,0.117066
2025-06-11,0.116881
2025-06-10,0.116609
2025-06-09,0.116285
2025-06-06,0.116286
2025-06-05,0.116003
2025-06-04,0.115821
2025-06-03,0.116293
2025-06-02,0.116863
2025-05-30,0.116051
2025-05-29,0.116727
2025-05-28,0.118398
2025-05-27,0.118548
2025-05-26,0.119869
2025-05-23,0.120080
2025-05-22,0.119625
2025-05-21,0.118985
2025-05-20,0.118526
2025-05-19,0.119066
2025-05-16,0.117988
2025-05-15,0.119106
2025-05-14,0.118965
2025-05-13,0.118895
2025-05-12,0.118840
2025-05-09,0.118590
2025-05-08,0.118602
2025-05-07,0.117034
2025-05-06,0.112303
2025-05-05,0.111853
2025-04-30,0.113574
2025-04-29,0.114180
2025-04-28,0.113722
2025-04-25,0.112604
2025-04-24,0.112344
2025-04-23,0.114084
2025-04-22,0.116803
2025-04-21,0.118967
2025-04-16,0.114063
2025-04-15,0.105210
2025-04-14,0.102840
2025-04-11,0.096600
2025-04-10,0.093658
2025-04-09,0.096816
2025-04-08,0.093928
2025-04-07,0.094392
2025-04-04,0.097065
2025-04-03,0.098960
2025-04-01,0.099470
2025-03-31,0.098625
2025-03-28,0.099314
2025-03-27,0.099513
2025-03-26,0.099010
2025-03-25,0.098895
2025-03-21,0.099866
2025-03-20,0.099651
2025-03-19,0.100359
2025-03-18,0.097743
2025-03-17,0.103151
2025-03-14,0.104502
2025-03-13,0.104455
2025-03-12,0.104772
2025-03-11,0.104382
2025-03-10,0.104441
2025-03-07,0.105121
2025-03-06,0.103606
2025-03-05,0.104468
2025-02-28,0.104723
2025-02-27,0.105160
2025-02-26,0.106309
2025-02-25,0.106027
2025-02-24,0.106668
2025-02-21,0.106851
2025-02-20,0.106628
2025-02-19,0.107151
2025-02-18,0.107051
2025-02-17,0.106686
2025-02-14,0.109107
2025-02-13,0.107754
2025-02-12,0.107658
2025-02-11,0.108464
2025-02-10,0.108186
2025-02-07,0.107495
2025-02-06,0.107903
2025-02-05,0.107388
2025-02-04,0.107820
2025-02-03,0.108481
2025-01-31,0.109719
2025-01-30,0.109538
2025-01-29,0.109338
2025-01-28,0.109611
2025-01-27,0.109661
2025-01-24,0.110102
2025-01-23,0.108451
2025-01-22,0.107873
2025-01-21,0.107741
2025-01-20,0.107848
2025-01-17,0.107262
2025-01-16,0.107716
2025-01-15,0.108492
2025-01-14,0.108777
2025-01-13,0.107977
2025-01-10,0.108848
2025-01-09,0.108402
2025-01-08,0.108438
2025-01-07,0.107869
2025-01-06,0.107116
2025-01-03,0.106701
2025-01-02,0.106960
2024-12-30,0.104536
2024-12-27,0.103711
2024-12-26,0.103767
2024-12-24,0.105515
2024-12-23,0.104620
2024-12-20,0.106374
2024-12-19,0.107409
2024-12-18,0.106301
2024-12-17,0.104692
2024-12-16,0.109882
2024-12-13,0.112555
2024-12-12,0.113106
2024-12-11,0.112090
2024-12-10,0.110512
2024-12-09,0.111635
2024-12-06,0.111595
2024-12-05,0.108270
2024-12-04,0.107308
2024-12-03,0.107656
2024-12-02,0.108234
2024-11-29,0.107645
2024-11-28,0.107613
2024-11-27,0.108179
2024-11-26,0.107841
2024-11-25,0.108289
2024-11-22,0.107923
2024-11-21,0.107883
2024-11-20,0.108479
2024-11-19,0.108407
2024-11-15,0.106978
2024-11-14,0.106263
2024-11-13,0.105021
2024-11-12,0.103522
2024-11-11,0.101173
2024-11-08,0.101088
2024-11-07,0.099561
2024-11-06,0.098063
2024-11-05,0.096792
2024-11-04,0.096957
2024-11-01,0.097193
2024-10-31,0.096636
2024-10-30,0.095931
2024-10-29,0.096382
2024-10-28,0.096017
2024-10-25,0.093054
2024-10-24,0.091121
2024-10-23,0.090276
2024-10-22,0.090011
2024-10-21,0.089519
2024-10-18,0.089569
